aroma_name,explain,img
ジャーマンカモミール,元祖・メディカルハーブ。精油よりももっぱらハーブティーとして活躍する場面が多く、ハーブティーの代名詞のような存在として愛飲されています。ハーブティーには甘いリンゴのような香りがあり消化を助け、胸焼けや胃炎などによく使われます。気分を穏やかに緩める働きもあり心地よい眠りを運んでくれます。,
